0     	208
0     	304
0     	1
0     	33
0     	512
0     	20
0     	257
0     	161
0     	320
0     	165
0     	708
0     	64
0     	641
0     	32
0     	385
0     	72
0     	50
0     	10
0     	92
0     	136
0     	128
0     	390
0     	153
0     	16
0     	8
0     	518
0     	6
0     	788
0     	416
0     	384
0     	880
0     	528
0     	17
0     	308
0     	162
0     	4
0     	22
0     	34
0     	43
0     	66
0     	256
0     	424
0     	576
0     	144
0     	292
0     	65
0     	545
0     	137
0     	306
0     	961
0     	536
0     	326
0     	25
0     	18
0     	514
0     	640
0     	513
0     	176
0     	56
0     	160
0     	644
0     	195
0     	2
0     	832
0     	68
0     	388
0     	356
0     	58
0     	36
0     	5
0     	790
0     	266
0     	645
0     	26
0     	9
0     	352
0     	896
0     	194
0     	264
0     	3
0     	642
0     	962
0     	130
0     	277
0     	67
0     	944
0     	28
0     	192
0     	45
0     	321
0     	42
0     	452
0     	421
0     	11
0     	668
0     	349
0     	48
0     	834
0     	769
0     	259
0     	583
0     	809
0     	464
0     	35
0     	533
0     	577
0     	258
0     	453
0     	890
0     	12
0     	122
0     	532
0     	648
0     	368
0     	288
0     	323
0     	96
0     	354
0     	520
0     	97
0     	848
0     	525
0     	800
0     	785
0     	612
0     	140
0     	139
0     	610
0     	523
0     	355
0     	193
0     	80
0     	768
0     	99
0     	76
0     	262
0     	282
0     	713
0     	888
0     	340
0     	588
0     	547
0     	107
0     	24
0     	272
0     	276
0     	270
0     	369
0     	112
0     	370
0     	298
0     	13
0     	135
0     	652
0     	275
0     	922
0     	73
0     	600
0     	449
0     	901
0     	405
0     	529
0     	656
0     	148
0     	522
0     	278
0     	801
0     	960
0     	300
0     	706
0     	285
0     	120
0     	561
0     	772
0     	261
0     	420
0     	596
0     	392
0     	105
0     	657
0     	296
0     	516
0     	156
0     	874
0     	689
0     	732
0     	133
0     	224
0     	90
0     	39
0     	928
0     	129
0     	544
0     	201
0     	7
0     	325
0     	456
0     	113
0     	407
0     	812
0     	395
0     	89
0     	568
0     	57
0     	267
0     	202
0     	281
0     	273
0     	624
0     	164
0     	268
0     	274
0     	19
0     	290
0     	49
0     	198
0     	400
0     	146
0     	658
0     	152
0     	88
0     	517
0     	180
0     	412
0     	177
0     	14
0     	138
0     	328
0     	353
0     	23
0     	956
0     	556
0     	51
0     	217
0     	172
0     	389
0     	592
0     	84
0     	117
0     	132
0     	134
0     	417
0     	40
0     	586
0     	521
0     	124
0     	301
0     	725
0     	538
0     	329
0     	75
0     	680
0     	868
0     	337
0     	616
0     	448
0     	260
0     	29
0     	579
0     	299
0     	131
0     	104
0     	784
0     	530
0     	166
0     	774
0     	158
0     	145
0     	771
0     	404
0     	988
0     	305
0     	93
0     	484
0     	265
0     	27
0     	676
0     	515
0     	563
0     	992
0     	74
0     	548
0     	150
0     	226
0     	100
0     	312
0     	394
0     	856
0     	82
0     	179
0     	336
0     	102
0     	81
0     	170
0     	204
0     	168
0     	366
0     	780
0     	408
0     	564
0     	200
0     	61
0     	590
0     	324
0     	584
0     	810
0     	549
0     	118
0     	183
0     	396
0     	714
0     	147
0     	54
0     	196
0     	738
0     	212
0     	178
0     	535
0     	672
0     	31
0     	232
0     	722
0     	481
0     	114
0     	849
0     	778
0     	98
0     	21
0     	70
0     	52
0     	902
0     	704
0     	562
0     	402
0     	833
0     	814
0     	546
0     	263
0     	776
0     	580
0     	569
0     	936
0     	659
0     	578
0     	552
0     	969
0     	289
0     	854
0     	344
0     	37
0     	374
0     	721
0     	60
0     	101
0     	78
0     	459
0     	346
0     	826
0     	770
0     	333
0     	126
0     	142
0     	230
0     	197
0     	386
0     	632
0     	709
0     	450
0     	802
0     	284
0     	779
0     	924
0     	480
0     	585
0     	149
0     	908
0     	462
0     	280
0     	524
0     	434
0     	241
0     	654
0     	225
0     	792
0     	85
0     	71
0     	550
0     	909
0     	608
0     	692
0     	213
0     	604
0     	696
0     	946
0     	216
0     	437
0     	461
0     	401
0     	47
0     	62
0     	387
0     	316
0     	283
0     	418
0     	41
0     	44
0     	675
0     	581
0     	432
0     	898
0     	184
0     	360
0     	773
0     	391
0     	701
0     	560
0     	173
0     	906
0     	688
0     	920
0     	923
0     	553
0     	541
0     	361
0     	916
0     	892
0     	307
0     	620
0     	246
0     	712
0     	297
0     	341
0     	582
0     	83
0     	309
0     	322
0     	86
0     	660
0     	357
0     	601
0     	245
0     	825
0     	77
0     	609
0     	486
0     	531
0     	912
0     	269
0     	915
0     	537
0     	864
0     	141
0     	228
0     	869
0     	167
0     	836
0     	905
0     	210
0     	664
0     	488
0     	293
0     	540
0     	220
0     	314
0     	169
0     	781
0     	840
0     	821
0     	30
0     	94
0     	551
0     	673
0     	628
0     	348
0     	594
0     	649
0     	618
0     	574
0     	242
0     	602
0     	818
0     	625
0     	852
0     	683
0     	15
0     	526
0     	186
0     	331
0     	233
0     	804
0     	842
0     	900
0     	976
0     	697
0     	433
0     	744
0     	653
0     	613
0     	897
0     	1008
0     	598
0     	473
0     	46
0     	705
0     	313
0     	203
0     	805
0     	472
0     	752
0     	817
0     	209
0     	187
0     	557
0     	666
0     	115
0     	111
0     	291
0     	970
0     	558
0     	899
0     	410
0     	534
0     	163
0     	87
0     	872
0     	227
0     	629
0     	108
0     	816
0     	737
0     	859
0     	674
0     	593
0     	603
0     	362
0     	205
0     	103
0     	69
0     	465
0     	347
0     	338
0     	38
0     	930
0     	807
0     	964
0     	554
0     	716
0     	626
0     	345
0     	330
0     	519
0     	663
0     	914
0     	715
0     	681
0     	332
0     	378
0     	684
0     	413
0     	451
0     	151
0     	838
0     	458
0     	236
0     	419
0     	643
0     	707
0     	803
0     	317
0     	806
0     	786
0     	865
0     	106
0     	199
0     	1001
0     	240
0     	457
0     	463
0     	286
1     	68
1     	131
1     	232
1     	544
1     	130
1     	256
1     	258
1     	504
1     	529
1     	292
1     	768
1     	16
1     	52
1     	37
1     	512
1     	384
1     	297
1     	128
1     	3
1     	20
1     	264
1     	704
1     	792
1     	796
1     	18
1     	152
1     	17
1     	46
1     	40
1     	32
1     	806
1     	160
1     	932
1     	26
1     	8
1     	140
1     	513
1     	35
1     	48
1     	840
1     	592
1     	132
1     	304
1     	64
1     	277
1     	516
1     	520
1     	552
1     	7
1     	150
1     	180
1     	54
1     	149
1     	65
1     	928
1     	82
1     	10
1     	144
1     	519
1     	340
1     	2
1     	44
1     	136
1     	24
1     	273
1     	648
1     	42
1     	56
1     	320
1     	129
1     	23
1     	225
1     	816
1     	336
1     	34
1     	73
1     	98
1     	578
1     	572
1     	268
1     	594
1     	388
1     	532
1     	832
1     	81
1     	640
1     	156
1     	385
1     	534
1     	530
1     	864
1     	368
1     	853
1     	584
1     	9
1     	432
1     	96
1     	4
1     	22
1     	178
1     	74
1     	100
1     	164
1     	736
1     	6
1     	282
1     	774
1     	589
1     	595
1     	202
1     	800
1     	330
1     	514
1     	12
1     	288
1     	260
1     	80
1     	188
1     	112
1     	148
1     	386
1     	960
1     	49
1     	275
1     	322
1     	290
1     	92
1     	240
1     	992
1     	272
1     	214
1     	257
1     	200
1     	536
1     	212
1     	588
1     	5
1     	106
1     	524
1     	314
1     	352
1     	776
1     	521
1     	528
1     	896
1     	172
1     	836
1     	404
1     	634
1     	644
1     	772
1     	677
1     	224
1     	193
1     	841
1     	161
1     	267
1     	170
1     	705
1     	769
1     	596
1     	192
1     	162
1     	138
1     	39
1     	448
1     	344
1     	394
1     	410
1     	452
1     	203
1     	285
1     	929
1     	153
1     	66
1     	14
1     	400
1     	395
1     	517
1     	837
1     	38
1     	770
1     	546
1     	33
1     	309
1     	642
1     	296
1     	916
1     	266
1     	281
1     	609
1     	168
1     	625
1     	116
1     	855
1     	211
1     	676
1     	333
1     	83
1     	259
1     	261
1     	901
1     	612
1     	182
1     	778
1     	523
1     	328
1     	104
1     	113
1     	338
1     	163
1     	105
1     	11
1     	834
1     	392
1     	785
1     	274
1     	561
1     	355
1     	72
1     	36
1     	824
1     	641
1     	177
1     	346
1     	99
1     	84
1     	67
1     	28
1     	696
1     	669
1     	662
1     	228
1     	794
1     	908
1     	76
1     	522
1     	41
1     	316
1     	176
1     	780
1     	787
1     	652
1     	672
1     	560
1     	576
1     	145
1     	134
1     	97
1     	183
1     	19
1     	496
1     	21
1     	470
1     	325
1     	50
1     	146
1     	574
1     	194
1     	587
1     	976
1     	173
1     	402
1     	570
1     	547
1     	390
1     	408
1     	608
1     	327
1     	464
1     	270
1     	606
1     	449
1     	208
1     	775
1     	196
1     	482
1     	600
1     	905
1     	545
1     	339
1     	610
1     	548
1     	647
1     	289
1     	55
1     	301
1     	577
1     	154
1     	71
1     	460
1     	294
1     	198
1     	898
1     	69
1     	85
1     	604
1     	580
1     	870
1     	564
1     	263
1     	51
1     	243
1     	902
1     	70
1     	58
1     	843
1     	269
1     	782
1     	430
1     	579
1     	486
1     	416
1     	253
1     	119
1     	540
1     	658
1     	167
1     	278
1     	393
1     	137
1     	300
1     	802
1     	913
1     	856
1     	102
1     	784
1     	369
1     	45
1     	720
1     	389
1     	786
1     	583
1     	694
1     	527
1     	844
1     	378
1     	550
1     	229
1     	538
1     	708
1     	515
1     	215
1     	656
1     	265
1     	15
1     	43
1     	554
1     	867
1     	25
1     	280
1     	204
1     	826
1     	13
1     	773
1     	518
1     	94
1     	645
1     	436
1     	216
1     	756
1     	248
1     	525
1     	657
1     	659
2     	3
2     	129
2     	514
2     	160
2     	161
2     	392
2     	73
2     	64
2     	97
2     	368
2     	32
2     	9
2     	70
2     	277
2     	256
2     	585
2     	528
2     	192
2     	784
2     	212
2     	40
2     	98
2     	513
2     	897
2     	68
2     	258
2     	530
2     	53
2     	304
2     	54
2     	329
2     	162
2     	24
2     	16
2     	138
2     	96
2     	157
2     	10
2     	292
2     	4
2     	656
2     	736
2     	130
2     	120
2     	144
2     	520
2     	38
2     	672
2     	60
2     	84
2     	5
2     	104
2     	576
2     	145
2     	768
2     	128
2     	65
2     	14
2     	29
2     	548
2     	577
2     	708
2     	332
2     	437
2     	66
2     	288
2     	34
2     	200
2     	512
2     	37
2     	291
2     	290
2     	264
2     	752
2     	433
2     	624
2     	270
2     	28
2     	331
2     	81
2     	57
2     	86
2     	20
2     	970
2     	788
2     	384
2     	352
2     	8
2     	832
2     	146
2     	113
2     	33
2     	269
2     	293
2     	12
2     	770
2     	586
2     	136
2     	13
2     	110
2     	527
2     	168
2     	276
2     	271
2     	337
2     	149
2     	273
2     	450
2     	552
2     	197
2     	44
2     	177
2     	280
2     	25
2     	340
2     	112
2     	132
2     	260
2     	584
2     	544
2     	608
2     	89
2     	328
2     	49
2     	706
2     	17
2     	808
2     	180
2     	602
2     	570
2     	356
2     	48
2     	148
2     	720
2     	88
2     	193
2     	320
2     	532
2     	300
2     	21
2     	50
2     	644
2     	131
2     	56
2     	516
2     	748
2     	324
2     	326
2     	140
2     	662
2     	18
2     	257
2     	448
2     	866
2     	43
2     	272
2     	82
2     	209
2     	858
2     	594
